id;fecha;temp;feelslike;dew;humidity;precip;precipprob;windgust;windspeed;winddir;cloudcover;visibility;conditionsDay
4445;18/01/2026 18:30;9.1;8.6;4.1;78.2;0.0;23;15.6;8.8;221;38.1;14.9;partly-cloudy
4446;18/01/2026 18:30;9.2;8.8;4.3;76.3;0.0;10;17.9;9.2;252;72.8;10.3;partly-cloudy
4447;18/01/2026 18:30;9.0;8.1;3.9;81.1;0.0;29;17.4;8.8;254;82.0;9.5;cloudy
4448;18/01/2026 18:30;8.7;8.0;3.5;67.3;0.0;0;14.6;6.7;270;67.7;11.1;partly-cloudy
4449;18/01/2026 18:30;9.0;8.7;3.6;73.5;0.0;20;20.6;7.0;295;91.7;11.1;cloudy
4450;18/01/2026 18:30;8.5;7.9;4.1;78.3;0.0;24;8.9;8.5;202;78.2;11.3;partly-cloudy
3674;18/01/2026 18:30;9.2;8.5;3.7;64.3;0.0;21;15.9;1.7;251;81.2;13.8;cloudy
4451;18/01/2026 18:30;7.4;6.6;4.8;71.8;0.0;30;15.9;10.9;206;45.7;10.7;partly-cloudy
4452;18/01/2026 18:30;8.2;7.1;3.5;77.4;0.0;16;15.6;4.9;222;94.9;12.3;cloudy
4453;18/01/2026 18:30;9.5;8.9;4.3;89.7;0.0;24;11.6;9.3;217;54.9;11.3;partly-cloudy
7071;18/01/2026 18:30;7.5;7.0;3.8;80.6;0.0;17;16.6;6.8;276;62.4;10.7;partly-cloudy
4464;18/01/2026 18:30;10.8;10.1;3.5;87.5;0.0;23;12.3;6.6;212;40.4;11.1;partly-cloudy
4454;18/01/2026 18:30;8.6;8.5;4.3;75.9;0.1;24;15.5;5.5;276;78.3;14.2;partly-cloudy
4455;18/01/2026 18:30;8.9;8.1;4.4;68.7;0.0;20;14.7;8.9;220;71.9;9.7;partly-cloudy
4456;18/01/2026 18:30;8.6;7.9;4.5;77.0;0.0;11;10.7;10.0;231;48.7;9.8;partly-cloudy
4457;18/01/2026 18:30;8.3;7.6;4.0;63.5;0.0;4;19.9;10.3;265;100.0;10.9;cloudy
4459;18/01/2026 18:30;7.8;6.8;4.1;87.8;0.0;9;12.4;2.6;274;38.7;10.9;partly-cloudy
4460;18/01/2026 18:30;7.0;6.3;3.7;70.7;0.0;27;14.5;8.0;241;70.3;11.7;partly-cloudy
4461;18/01/2026 18:30;8.3;7.9;4.6;71.6;0.0;15;11.7;9.0;260;58.5;13.0;partly-cloudy
4462;18/01/2026 18:30;8.3;7.8;3.7;78.9;0.0;10;15.4;7.3;279;73.1;10.3;partly-cloudy
4465;18/01/2026 18:30;8.9;8.3;3.7;76.0;0.0;24;12.6;9.9;294;53.9;13.2;partly-cloudy
4466;18/01/2026 18:30;9.3;8.4;3.8;77.5;0.0;15;14.2;10.5;210;66.6;10.3;partly-cloudy
4468;18/01/2026 18:30;8.4;7.6;4.8;79.8;0.0;31;14.9;3.2;243;50.3;10.6;partly-cloudy
4469;18/01/2026 18:30;8.1;7.3;4.6;71.3;0.1;32;14.9;12.0;259;33.6;10.8;partly-cloudy
5422;18/01/2026 18:30;9.4;8.4;3.6;77.5;0.0;37;13.1;10.9;296;31.9;9.6;partly-cloudy
5423;18/01/2026 18:30;7.6;6.7;3.9;80.1;0.0;32;16.6;7.4;249;31.3;13.7;partly-cloudy
5424;18/01/2026 18:30;9.3;8.3;3.6;76.5;0.0;17;13.8;10.5;252;29.0;11.0;clear
5425;18/01/2026 18:30;8.4;7.9;4.2;79.0;0.0;28;18.6;9.3;264;42.4;12.0;partly-cloudy
5426;18/01/2026 18:30;8.9;8.0;4.4;70.4;0.0;9;18.6;4.8;265;46.9;8.2;partly-cloudy
5427;18/01/2026 18:30;9.3;8.6;3.8;76.6;0.0;5;14.8;11.3;298;62.6;10.6;partly-cloudy
5428;18/01/2026 18:30;8.3;7.8;4.0;69.7;0.0;19;14.0;10.0;226;64.1;8.5;partly-cloudy
5429;18/01/2026 18:30;8.6;7.9;4.2;73.1;0.0;13;12.1;5.6;237;33.3;11.7;partly-cloudy
5431;18/01/2026 18:30;8.9;8.3;4.1;77.9;0.0;14;15.8;7.8;266;42.1;13.7;partly-cloudy
5432;18/01/2026 18:30;7.3;6.0;3.8;80.3;0.0;26;12.1;7.3;288;62.8;12.6;partly-cloudy
5433;18/01/2026 18:30;8.6;7.9;3.8;87.7;0.0;19;20.9;9.6;296;22.7;12.9;clear
5440;18/01/2026 18:30;8.1;7.5;4.2;67.7;0.0;28;16.0;2.7;255;77.6;15.8;partly-cloudy
5441;18/01/2026 18:30;9.0;8.5;4.0;85.7;0.0;23;14.8;9.7;244;56.0;12.8;partly-cloudy
5442;18/01/2026 18:30;8.7;8.1;4.3;68.9;0.0;5;8.2;12.1;284;71.0;13.8;partly-cloudy
5443;18/01/2026 18:30;8.4;7.7;4.1;74.6;0.0;17;14.1;4.4;233;36.8;10.8;partly-cloudy
10031;18/01/2026 18:30;9.2;8.4;3.7;75.1;0.0;17;14.7;8.6;228;77.9;10.6;partly-cloudy
10463;18/01/2026 18:30;8.4;7.8;4.8;68.6;0.0;16;18.3;6.3;251;55.3;13.2;partly-cloudy
3421;18/01/2026 18:30;9.2;8.5;3.9;80.3;0.0;9;13.7;9.2;229;87.4;13.7;cloudy
7017;18/01/2026 18:30;8.7;7.9;4.3;68.4;0.0;19;15.2;10.6;271;57.5;10.8;partly-cloudy
5452;18/01/2026 18:30;9.2;8.4;4.2;61.2;0.0;20;15.2;5.5;224;100.0;12.3;cloudy
5454;18/01/2026 18:30;7.9;7.4;4.1;77.1;0.0;30;19.1;9.4;236;99.3;14.6;cloudy
5455;18/01/2026 18:30;8.1;7.3;4.4;67.4;0.0;5;7.8;6.1;294;47.7;11.2;partly-cloudy
5456;18/01/2026 18:30;9.7;9.0;4.0;73.0;0.0;24;14.6;11.2;240;66.8;9.5;partly-cloudy
5457;18/01/2026 18:30;7.7;7.4;3.7;77.6;0.0;24;17.7;7.7;200;49.2;14.6;partly-cloudy
5458;18/01/2026 18:30;7.1;6.3;4.0;62.8;0.0;28;11.2;8.5;256;60.8;6.7;partly-cloudy
5459;18/01/2026 18:30;10.0;9.3;3.6;86.2;0.0;16;17.6;6.2;221;35.8;12.2;partly-cloudy
5460;18/01/2026 18:30;7.9;7.3;3.7;85.7;0.0;19;18.5;8.8;297;60.0;8.7;partly-cloudy
5461;18/01/2026 18:30;8.1;7.4;3.2;68.4;0.0;21;14.3;6.0;253;75.0;16.2;partly-cloudy
5462;18/01/2026 18:30;8.7;8.1;4.5;74.3;0.0;29;12.2;6.6;284;50.5;13.8;partly-cloudy
5464;18/01/2026 18:30;7.4;6.5;3.9;66.3;0.0;22;16.2;10.2;242;57.3;13.4;partly-cloudy
5465;18/01/2026 18:30;8.6;7.8;4.0;79.0;0.0;20;16.7;8.4;263;54.9;10.4;partly-cloudy
5467;18/01/2026 18:30;8.4;8.0;4.5;80.3;0.0;33;22.4;11.8;251;73.3;12.2;partly-cloudy
5468;18/01/2026 18:30;9.4;8.6;4.5;74.3;0.0;27;15.8;8.7;296;44.0;11.6;partly-cloudy
5471;18/01/2026 18:30;8.4;7.4;4.3;80.0;0.1;20;13.8;10.6;298;78.1;11.2;partly-cloudy
5472;18/01/2026 18:30;8.4;7.8;4.7;75.2;0.0;21;11.3;7.5;230;81.8;12.6;cloudy
5474;18/01/2026 18:30;8.7;8.1;4.0;76.1;0.0;26;14.6;9.1;273;60.8;9.8;partly-cloudy
5475;18/01/2026 18:30;8.4;7.6;4.0;82.2;0.0;17;14.7;9.7;233;34.3;9.4;partly-cloudy
5476;18/01/2026 18:30;7.9;7.0;4.6;74.8;0.0;26;21.0;8.8;256;48.9;12.1;partly-cloudy
5477;18/01/2026 18:30;7.9;7.4;3.7;76.4;0.0;34;14.7;9.4;252;90.9;11.1;cloudy
5478;18/01/2026 18:30;8.5;7.8;4.0;80.3;0.0;19;15.6;5.9;243;68.1;12.0;partly-cloudy
5479;18/01/2026 18:30;9.0;8.5;3.9;82.9;0.0;17;12.3;7.8;240;69.4;10.2;partly-cloudy
5480;18/01/2026 18:30;8.4;8.1;4.0;68.8;0.0;18;18.7;11.9;268;40.9;8.3;partly-cloudy
5482;18/01/2026 18:30;8.9;8.2;3.4;82.1;0.0;29;20.7;7.6;218;45.7;13.5;partly-cloudy
5484;18/01/2026 18:30;8.1;7.1;3.8;78.8;0.0;16;19.9;7.1;286;81.7;13.1;cloudy
5485;18/01/2026 18:30;8.3;7.2;4.3;77.4;0.0;21;8.9;6.5;266;66.0;14.2;partly-cloudy
5486;18/01/2026 18:30;8.8;7.7;3.3;75.0;0.0;32;16.1;7.9;299;57.7;9.9;partly-cloudy
5488;18/01/2026 18:30;8.0;7.4;4.4;72.6;0.0;28;13.8;7.1;219;54.2;12.6;partly-cloudy
5489;18/01/2026 18:30;9.2;8.4;3.1;75.8;0.0;37;12.7;8.2;271;54.6;12.1;partly-cloudy
5490;18/01/2026 18:30;7.6;7.2;3.6;82.5;0.0;21;19.8;7.2;282;80.0;14.8;cloudy
5492;18/01/2026 18:30;8.6;7.6;3.3;74.3;0.0;26;9.5;8.6;258;60.4;13.9;partly-cloudy
5493;18/01/2026 18:30;8.0;7.2;2.7;73.1;0.0;15;15.9;6.1;274;65.8;9.8;partly-cloudy
5494;18/01/2026 18:30;8.6;8.1;3.9;84.3;0.0;24;16.4;7.0;215;45.4;14.4;partly-cloudy
3743;18/01/2026 18:30;6.8;6.2;4.4;87.5;0.0;16;13.4;8.2;284;36.8;13.9;partly-cloudy
11082;18/01/2026 18:30;8.8;8.1;3.5;76.9;0.0;19;13.2;5.7;214;66.8;15.0;partly-cloudy
5497;18/01/2026 18:30;7.6;7.1;4.4;87.2;0.0;15;15.7;8.6;254;63.6;15.4;partly-cloudy
5498;18/01/2026 18:30;7.8;6.9;4.4;70.6;0.0;20;18.6;10.0;217;83.4;12.5;cloudy
5500;18/01/2026 18:30;7.9;7.3;4.6;74.9;0.0;18;16.0;8.7;221;50.7;14.9;partly-cloudy
5501;18/01/2026 18:30;9.6;9.1;4.2;76.9;0.0;3;15.4;11.1;207;65.7;15.0;partly-cloudy
5502;18/01/2026 18:30;8.5;8.1;3.7;65.8;0.0;27;13.8;8.0;261;20.8;8.0;clear
5503;18/01/2026 18:30;8.0;7.5;4.8;77.9;0.0;24;12.9;8.6;225;70.1;15.1;partly-cloudy
5504;18/01/2026 18:30;8.1;7.3;4.5;67.9;0.0;26;18.2;5.3;238;62.4;15.2;partly-cloudy
5508;18/01/2026 18:30;8.4;7.8;4.2;72.3;0.0;39;15.8;7.7;241;49.1;10.6;partly-cloudy
5509;18/01/2026 18:30;8.0;7.5;3.4;69.1;0.0;22;10.9;9.1;241;48.9;13.4;partly-cloudy
5680;18/01/2026 18:30;8.4;7.7;3.9;75.8;0.0;29;19.1;8.9;238;25.0;13.0;clear
5510;18/01/2026 18:30;8.1;7.4;3.6;69.9;0.0;16;16.9;5.6;232;62.7;11.6;partly-cloudy
5511;18/01/2026 18:30;7.9;7.4;4.4;75.6;0.0;22;17.9;8.2;239;47.7;10.0;partly-cloudy
11083;18/01/2026 18:30;8.2;7.5;4.9;79.6;0.0;24;10.9;7.1;230;80.7;10.2;cloudy
5512;18/01/2026 18:30;7.4;7.0;3.9;64.9;0.0;20;18.1;5.1;246;94.7;14.1;cloudy
5513;18/01/2026 18:30;8.7;8.2;3.7;76.1;0.0;27;12.8;10.2;293;49.7;10.9;partly-cloudy
11085;18/01/2026 18:30;7.8;7.3;4.5;67.9;0.0;16;14.6;8.0;273;63.8;12.8;partly-cloudy
7082;18/01/2026 18:30;8.2;7.6;3.6;73.0;0.0;36;17.4;8.5;282;74.9;13.7;partly-cloudy
7080;18/01/2026 18:30;9.1;8.4;3.9;77.8;0.0;36;15.8;7.0;228;88.6;9.0;cloudy
11340;18/01/2026 18:30;7.3;6.2;3.5;74.2;0.0;20;15.4;11.2;235;58.6;10.8;partly-cloudy
7085;18/01/2026 18:30;8.3;7.8;4.2;76.1;0.0;26;20.1;9.3;204;87.6;13.8;cloudy
10469;18/01/2026 18:30;9.3;8.8;4.0;88.4;0.0;38;12.4;4.7;204;35.2;12.3;partly-cloudy
5515;18/01/2026 18:30;8.4;7.7;3.9;73.8;0.0;15;11.0;6.5;216;42.6;11.7;partly-cloudy
5517;18/01/2026 18:30;8.4;7.5;3.5;69.5;0.0;17;12.6;10.3;283;84.1;10.8;cloudy
5518;18/01/2026 18:30;8.5;8.4;3.8;69.8;0.0;22;11.4;9.4;246;45.0;10.2;partly-cloudy
5519;18/01/2026 18:30;8.3;7.8;3.7;77.8;0.0;27;15.0;7.7;262;63.5;11.7;partly-cloudy
5564;18/01/2026 18:30;8.2;7.7;3.6;72.1;0.0;10;13.9;5.9;239;41.0;12.0;partly-cloudy
5565;18/01/2026 18:30;7.9;7.4;3.6;71.0;0.0;20;12.4;8.7;226;58.8;9.6;partly-cloudy
5567;18/01/2026 18:30;9.1;8.1;4.2;70.6;0.0;14;12.9;5.0;260;9.5;14.2;clear
5568;18/01/2026 18:30;7.8;7.3;4.1;79.0;0.0;13;12.4;5.4;277;40.3;16.5;partly-cloudy
5569;18/01/2026 18:30;7.8;7.1;4.3;81.9;0.0;35;13.0;5.1;273;52.4;16.1;partly-cloudy
5570;18/01/2026 18:30;7.6;7.0;4.4;77.1;0.1;31;11.1;9.2;203;88.0;11.2;cloudy
5571;18/01/2026 18:30;8.6;7.9;4.6;76.1;0.0;15;15.2;4.0;272;38.1;10.1;partly-cloudy
5572;18/01/2026 18:30;9.5;8.9;4.4;65.3;0.0;3;11.9;9.8;247;40.2;13.1;partly-cloudy
5573;18/01/2026 18:30;9.7;8.9;3.5;61.2;0.0;21;12.1;5.4;289;49.5;11.9;partly-cloudy
5574;18/01/2026 18:30;8.5;7.9;4.1;61.1;0.0;25;16.9;9.5;202;78.0;14.6;partly-cloudy
5575;18/01/2026 18:30;8.4;7.7;4.6;75.1;0.1;15;8.3;6.9;246;74.5;11.5;partly-cloudy
5576;18/01/2026 18:30;7.5;7.0;3.0;75.0;0.0;19;17.9;8.0;209;63.9;7.2;partly-cloudy
5577;18/01/2026 18:30;8.6;7.7;4.5;77.9;0.0;21;16.4;8.4;245;40.4;12.9;partly-cloudy
5578;18/01/2026 18:30;8.5;7.6;4.1;76.4;0.0;13;14.6;8.2;273;76.2;11.4;partly-cloudy
5609;18/01/2026 18:30;7.4;6.5;3.8;79.9;0.0;20;16.1;5.5;222;71.7;13.6;partly-cloudy
5610;18/01/2026 18:30;8.2;7.1;3.8;67.7;0.0;16;18.9;9.9;235;25.0;12.4;clear
5611;18/01/2026 18:30;8.2;7.5;3.4;67.1;0.0;22;18.5;6.9;225;68.9;14.3;partly-cloudy
5612;18/01/2026 18:30;8.3;8.1;3.5;79.6;0.0;24;19.4;10.3;240;57.9;14.4;partly-cloudy
5613;18/01/2026 18:30;8.0;7.3;4.2;76.1;0.0;26;12.9;9.5;246;98.6;15.2;cloudy
5615;18/01/2026 18:30;8.0;7.2;3.5;69.2;0.0;28;8.3;7.6;272;70.7;11.0;partly-cloudy
5618;18/01/2026 18:30;9.0;8.2;4.3;72.1;0.0;24;14.7;6.5;210;37.9;9.1;partly-cloudy
7093;18/01/2026 18:30;8.0;7.3;3.8;69.2;0.0;16;11.0;7.4;261;52.5;14.8;partly-cloudy
7088;18/01/2026 18:30;7.9;7.2;4.0;68.6;0.0;29;16.8;7.5;210;47.6;12.0;partly-cloudy
5586;18/01/2026 18:30;8.6;8.2;3.5;70.8;0.0;27;9.2;6.0;226;88.4;11.6;cloudy
7092;18/01/2026 18:30;9.4;8.8;4.0;81.6;0.0;11;14.3;10.8;242;35.4;11.5;partly-cloudy
5619;18/01/2026 18:30;8.7;8.0;4.4;67.3;0.0;0;10.3;5.8;242;24.9;9.8;clear
7086;18/01/2026 18:30;9.4;8.9;3.8;77.0;0.0;17;16.6;8.4;221;73.0;10.2;partly-cloudy
6981;18/01/2026 18:30;7.5;6.8;3.7;71.4;0.0;4;16.3;5.8;215;61.0;12.2;partly-cloudy
5582;18/01/2026 18:30;9.2;8.9;3.7;67.9;0.0;21;19.2;9.6;210;68.0;8.1;partly-cloudy
3452;18/01/2026 18:30;7.3;6.8;3.9;77.5;0.0;30;14.3;4.3;254;16.0;11.8;clear
9991;18/01/2026 18:30;8.9;8.0;4.3;61.5;0.1;28;11.0;7.6;248;52.9;11.7;partly-cloudy
5622;18/01/2026 18:30;8.7;7.8;4.3;75.8;0.0;33;14.0;6.7;253;41.2;16.1;partly-cloudy
3663;18/01/2026 18:30;9.3;8.6;3.5;72.1;0.0;6;16.0;7.6;203;85.0;12.6;cloudy
5623;18/01/2026 18:30;8.9;7.9;3.5;80.1;0.0;11;12.4;6.9;244;54.9;14.5;partly-cloudy
10444;18/01/2026 18:30;8.6;7.9;4.4;76.0;0.0;15;16.6;9.9;271;60.9;6.8;partly-cloudy
5624;18/01/2026 18:30;8.8;8.2;3.7;81.8;0.0;16;17.1;7.6;287;47.7;10.9;partly-cloudy
3834;18/01/2026 18:30;7.3;6.7;4.0;69.6;0.0;14;14.5;6.4;274;67.0;11.6;partly-cloudy
5625;18/01/2026 18:30;8.0;7.0;3.9;82.3;0.0;22;15.4;6.0;221;80.2;12.7;cloudy
5626;18/01/2026 18:30;8.6;8.1;3.8;68.9;0.0;33;13.5;9.3;224;72.3;9.6;partly-cloudy
5627;18/01/2026 18:30;7.5;6.9;4.2;77.2;0.0;7;12.4;11.9;269;100.0;9.9;cloudy
5629;18/01/2026 18:30;8.1;7.3;4.2;83.7;0.0;13;17.9;7.4;288;69.3;13.4;partly-cloudy
5630;18/01/2026 18:30;8.8;8.5;4.4;73.1;0.0;20;15.8;9.6;200;47.6;13.7;partly-cloudy
5631;18/01/2026 18:30;8.8;8.2;4.1;71.8;0.0;34;16.9;8.3;289;61.9;12.2;partly-cloudy
5632;18/01/2026 18:30;9.7;9.3;4.1;85.7;0.0;20;7.8;6.2;227;33.0;11.5;partly-cloudy
5633;18/01/2026 18:30;8.1;7.4;4.3;67.9;0.0;33;13.1;8.4;254;96.5;11.0;cloudy
5635;18/01/2026 18:30;7.5;7.1;4.3;71.9;0.0;24;15.6;8.2;209;40.1;15.2;partly-cloudy
5636;18/01/2026 18:30;8.2;7.3;3.6;70.5;0.0;13;14.6;6.3;283;70.5;11.1;partly-cloudy
5637;18/01/2026 18:30;9.2;8.4;3.8;78.2;0.0;15;21.2;4.8;288;93.7;14.7;cloudy
5638;18/01/2026 18:30;8.3;7.3;3.8;65.5;0.0;19;14.8;7.3;218;40.2;14.5;partly-cloudy
5639;18/01/2026 18:30;7.8;7.2;3.7;72.7;0.0;35;11.6;9.3;286;49.4;13.9;partly-cloudy
5640;18/01/2026 18:30;9.3;8.6;3.6;80.4;0.0;13;19.0;6.4;297;85.3;11.8;cloudy
5641;18/01/2026 18:30;8.7;8.0;4.3;81.2;0.0;11;9.9;4.6;256;71.6;13.2;partly-cloudy
5642;18/01/2026 18:30;9.3;8.3;3.8;78.7;0.0;13;14.9;7.8;273;36.0;11.4;partly-cloudy
5643;18/01/2026 18:30;8.8;8.1;3.8;77.9;0.0;25;12.9;9.8;265;25.0;10.0;clear
5646;18/01/2026 18:30;9.2;8.6;3.5;75.8;0.0;15;12.7;11.2;227;68.4;11.2;partly-cloudy
5647;18/01/2026 18:30;7.9;7.4;4.1;86.3;0.0;12;12.7;10.6;295;100.0;14.6;cloudy
5648;18/01/2026 18:30;8.6;7.8;4.7;76.6;0.0;25;17.3;7.4;284;51.6;11.6;partly-cloudy
5649;18/01/2026 18:30;8.7;8.1;3.5;78.8;0.0;11;17.5;5.7;250;74.5;11.1;partly-cloudy
5650;18/01/2026 18:30;8.3;7.7;3.8;75.8;0.0;32;12.9;6.9;267;58.7;11.0;partly-cloudy
5651;18/01/2026 18:30;9.3;8.8;4.2;66.0;0.1;17;15.9;9.1;290;56.5;13.5;partly-cloudy
5652;18/01/2026 18:30;8.0;7.4;4.4;82.3;0.0;20;16.5;6.8;287;64.5;15.0;partly-cloudy
5656;18/01/2026 18:30;7.7;7.3;3.7;84.3;0.0;9;21.4;11.0;258;55.7;11.8;partly-cloudy
5659;18/01/2026 18:30;8.6;8.2;4.2;66.4;0.0;25;15.3;7.2;247;83.5;11.7;cloudy
5660;18/01/2026 18:30;9.1;8.4;4.2;76.2;0.1;22;17.5;9.4;251;46.8;10.8;partly-cloudy
5661;18/01/2026 18:30;8.5;7.6;4.4;79.0;0.0;25;18.3;4.9;231;57.4;10.9;partly-cloudy
5662;18/01/2026 18:30;8.2;8.1;4.2;72.0;0.0;28;15.9;12.0;265;68.9;10.8;partly-cloudy
3668;18/01/2026 18:30;8.5;7.7;4.1;77.4;0.0;17;8.1;6.7;262;65.8;12.4;partly-cloudy
5663;18/01/2026 18:30;9.3;8.5;4.8;78.5;0.0;15;11.3;6.9;227;69.4;12.5;partly-cloudy
5664;18/01/2026 18:30;8.4;7.6;3.8;73.2;0.0;31;18.2;6.5;292;62.9;14.0;partly-cloudy
5666;18/01/2026 18:30;9.8;9.0;3.2;70.2;0.0;6;18.0;10.9;297;76.3;13.2;partly-cloudy
5667;18/01/2026 18:30;8.9;8.2;4.0;70.8;0.0;27;18.1;5.5;273;37.0;15.7;partly-cloudy
5668;18/01/2026 18:30;7.8;7.1;3.5;71.9;0.0;31;14.3;8.2;218;79.0;11.2;partly-cloudy
5670;18/01/2026 18:30;9.2;8.6;3.8;62.0;0.0;11;14.1;11.5;249;100.0;12.0;cloudy
5671;18/01/2026 18:30;7.9;7.0;4.2;75.4;0.0;11;14.4;5.6;244;60.1;12.9;partly-cloudy
5672;18/01/2026 18:30;8.2;7.7;3.7;76.8;0.0;10;12.4;8.7;275;41.2;10.7;partly-cloudy
5673;18/01/2026 18:30;8.9;8.4;3.7;71.4;0.0;8;19.8;13.1;232;63.1;8.3;partly-cloudy
5674;18/01/2026 18:30;7.9;6.9;4.1;61.0;0.0;20;19.4;2.1;265;43.4;11.0;partly-cloudy
3751;18/01/2026 18:30;8.0;7.0;3.9;72.1;0.0;26;16.1;3.5;229;62.6;11.6;partly-cloudy
5675;18/01/2026 18:30;8.6;7.7;3.6;73.3;0.0;20;13.7;6.3;274;28.5;12.1;clear
5679;18/01/2026 18:30;8.5;8.0;3.5;77.7;0.0;44;11.5;7.4;234;74.9;11.6;partly-cloudy
5681;18/01/2026 18:30;7.6;6.3;4.3;76.0;0.0;29;13.2;6.9;254;54.5;12.7;partly-cloudy
7111;18/01/2026 18:30;7.7;7.2;4.5;78.4;0.0;19;16.4;10.1;259;79.5;13.3;partly-cloudy
5682;18/01/2026 18:30;7.0;6.2;3.6;71.1;0.0;35;8.4;9.2;248;72.7;11.3;partly-cloudy
5684;18/01/2026 18:30;8.6;7.7;3.9;83.4;0.0;17;17.0;7.5;225;68.8;9.5;partly-cloudy
5685;18/01/2026 18:30;7.7;6.8;4.4;67.7;0.0;10;10.7;6.7;210;52.3;11.3;partly-cloudy
5686;18/01/2026 18:30;8.0;7.4;4.0;76.8;0.1;14;12.5;5.9;201;53.5;12.2;partly-cloudy
5687;18/01/2026 18:30;8.2;7.8;4.3;72.3;0.0;18;17.7;6.9;249;69.7;11.9;partly-cloudy
5688;18/01/2026 18:30;9.6;8.8;3.4;82.1;0.0;27;9.5;7.5;233;68.3;14.6;partly-cloudy
5689;18/01/2026 18:30;8.8;8.4;3.9;76.4;0.0;10;12.1;7.1;220;66.8;9.7;partly-cloudy
5691;18/01/2026 18:30;8.0;7.0;3.1;64.0;0.0;19;20.9;9.8;218;57.9;11.0;partly-cloudy
5692;18/01/2026 18:30;9.1;8.6;3.9;68.3;0.0;27;15.8;8.2;281;40.0;12.2;partly-cloudy
5694;18/01/2026 18:30;9.0;8.4;4.0;70.4;0.0;21;16.4;10.1;234;41.3;12.0;partly-cloudy
7094;18/01/2026 18:30;9.1;8.6;4.7;75.3;0.0;23;14.7;7.5;271;42.2;11.4;partly-cloudy
5695;18/01/2026 18:30;7.9;6.8;4.4;70.2;0.0;2;15.1;4.4;254;48.4;12.6;partly-cloudy
3583;18/01/2026 18:30;8.4;7.5;3.8;69.0;0.0;25;16.6;7.0;239;55.3;12.7;partly-cloudy
5696;18/01/2026 18:30;8.9;8.7;4.0;78.3;0.0;22;17.9;7.8;276;76.2;11.8;partly-cloudy
5697;18/01/2026 18:30;8.5;7.8;4.4;67.8;0.0;19;17.1;9.0;222;51.3;17.9;partly-cloudy
5698;18/01/2026 18:30;8.2;7.5;3.6;71.4;0.0;23;12.8;5.7;230;85.8;12.9;cloudy
5700;18/01/2026 18:30;9.0;8.2;3.7;69.4;0.0;11;11.0;10.1;203;57.7;12.6;partly-cloudy
5701;18/01/2026 18:30;8.0;7.3;3.6;68.6;0.0;19;16.3;10.7;276;65.3;11.4;partly-cloudy
5702;18/01/2026 18:30;9.6;9.0;3.1;84.0;0.0;20;21.0;8.5;266;72.0;14.7;partly-cloudy
5703;18/01/2026 18:30;8.1;7.3;4.0;66.9;0.0;26;15.9;5.4;248;74.1;13.4;partly-cloudy
5705;18/01/2026 18:30;8.3;7.7;3.8;80.2;0.0;22;16.2;7.4;231;48.8;9.6;partly-cloudy
5706;18/01/2026 18:30;8.1;6.9;4.3;67.0;0.0;27;15.6;6.6;249;49.5;7.8;partly-cloudy
5707;18/01/2026 18:30;8.6;8.2;4.4;68.7;0.0;18;14.9;9.5;231;45.9;13.0;partly-cloudy
5708;18/01/2026 18:30;9.1;8.0;4.0;81.5;0.0;20;16.1;6.5;259;49.5;10.0;partly-cloudy
5709;18/01/2026 18:30;8.2;7.2;4.3;73.4;0.0;6;18.5;7.0;217;57.8;14.6;partly-cloudy
5710;18/01/2026 18:30;8.7;8.0;3.8;80.6;0.0;34;8.4;9.4;248;90.1;14.8;cloudy
5711;18/01/2026 18:30;7.6;6.6;4.0;65.6;0.0;30;11.5;11.0;276;56.6;8.3;partly-cloudy
5713;18/01/2026 18:30;8.6;7.9;4.5;74.3;0.0;31;13.6;8.0;210;66.5;12.6;partly-cloudy
5714;18/01/2026 18:30;8.7;8.0;4.2;69.9;0.0;31;13.2;9.4;273;75.0;16.8;partly-cloudy
5716;18/01/2026 18:30;7.6;6.9;4.3;78.0;0.0;24;13.6;6.5;231;66.9;11.5;partly-cloudy
5717;18/01/2026 18:30;8.3;7.5;4.3;69.6;0.0;17;16.2;7.6;209;65.4;13.3;partly-cloudy
5718;18/01/2026 18:30;7.8;7.1;4.8;85.6;0.0;21;13.5;9.4;262;63.6;13.8;partly-cloudy
5719;18/01/2026 18:30;8.6;8.1;4.0;73.2;0.0;17;10.4;8.9;243;79.9;13.0;partly-cloudy
5721;18/01/2026 18:30;8.4;7.4;5.2;88.8;0.0;22;12.1;6.0;293;40.7;10.6;partly-cloudy
5723;18/01/2026 18:30;8.1;7.3;4.1;74.0;0.0;34;13.5;9.4;239;89.2;10.2;cloudy
5724;18/01/2026 18:30;8.6;8.1;4.6;65.9;0.0;34;13.7;8.7;293;71.9;13.7;partly-cloudy
5725;18/01/2026 18:30;8.9;8.1;4.4;82.5;0.0;17;13.4;6.6;275;26.9;10.5;clear
5727;18/01/2026 18:30;8.9;8.1;4.4;73.7;0.1;10;14.3;7.8;202;33.9;12.4;partly-cloudy
5728;18/01/2026 18:30;8.8;8.1;3.9;71.9;0.0;34;13.8;6.0;291;69.4;13.0;partly-cloudy
5729;18/01/2026 18:30;7.3;6.8;3.7;82.4;0.0;20;12.3;6.5;210;49.6;12.5;partly-cloudy
5730;18/01/2026 18:30;8.7;7.8;4.0;76.6;0.0;0;10.1;10.4;239;74.2;10.8;partly-cloudy
5731;18/01/2026 18:30;8.1;7.5;3.5;86.7;0.0;16;18.0;7.6;234;24.4;12.3;clear
