id;fecha;temp;feelslike;dew;humidity;precip;precipprob;windgust;windspeed;winddir;cloudcover;visibility;conditionsDay
7071;14/01/2026 12:00;9.9;9.2;4.5;67.1;0.0;16;14.9;10.8;270;52.9;9.7;partly-cloudy
4464;14/01/2026 12:00;10.8;10.2;4.5;65.1;0.0;0;17.2;6.7;208;49.1;12.2;partly-cloudy
4454;14/01/2026 12:00;11.5;10.7;4.1;79.9;0.0;10;14.0;8.3;209;35.1;10.3;partly-cloudy
4455;14/01/2026 12:00;9.2;8.7;4.1;70.0;0.0;13;17.2;9.8;219;60.8;9.8;partly-cloudy
4456;14/01/2026 12:00;10.7;10.0;4.3;62.5;0.0;12;11.2;8.9;234;52.1;10.7;partly-cloudy
4457;14/01/2026 12:00;9.4;8.5;4.2;72.8;0.0;0;16.5;10.7;213;65.2;11.7;partly-cloudy
4459;14/01/2026 12:00;10.2;9.5;2.6;64.6;0.0;0;14.3;6.2;255;37.0;10.0;partly-cloudy
4460;14/01/2026 12:00;11.2;10.5;3.9;81.7;0.0;12;15.9;5.4;281;21.9;10.9;clear
4461;14/01/2026 12:00;10.4;9.5;3.9;68.2;0.0;4;17.6;4.9;288;66.8;12.6;partly-cloudy
4462;14/01/2026 12:00;11.3;10.3;3.7;75.0;0.0;14;18.7;5.8;288;84.8;13.4;cloudy
4465;14/01/2026 12:00;11.1;10.3;3.3;77.9;0.0;19;15.8;7.7;257;58.5;14.0;partly-cloudy
4466;14/01/2026 12:00;10.5;9.9;4.4;68.4;0.0;8;20.5;8.8;299;67.2;13.1;partly-cloudy
4468;14/01/2026 12:00;10.0;9.5;3.9;63.3;0.0;3;12.5;8.5;258;44.3;13.5;partly-cloudy
4469;14/01/2026 12:00;10.7;9.9;4.5;79.6;0.0;18;14.1;8.4;290;27.7;14.3;clear
5422;14/01/2026 12:00;9.4;8.7;4.2;74.4;0.0;10;18.7;7.9;276;30.5;11.1;partly-cloudy
5423;14/01/2026 12:00;10.1;9.7;4.6;71.6;0.0;19;14.1;9.6;241;70.0;11.5;partly-cloudy
5424;14/01/2026 12:00;9.2;8.3;4.0;66.6;0.0;14;17.0;4.7;256;37.8;11.6;partly-cloudy
5425;14/01/2026 12:00;9.7;9.3;4.3;63.7;0.0;9;13.4;9.2;234;35.5;12.0;partly-cloudy
5426;14/01/2026 12:00;10.6;9.8;4.5;71.4;0.0;24;17.7;6.4;259;53.1;11.7;partly-cloudy
5427;14/01/2026 12:00;10.8;9.9;3.7;70.4;0.0;0;13.0;8.8;237;42.0;15.9;partly-cloudy
5428;14/01/2026 12:00;10.2;9.4;4.3;74.3;0.0;2;10.8;13.6;206;60.8;8.6;partly-cloudy
5429;14/01/2026 12:00;11.1;10.2;4.4;74.7;0.0;9;16.6;6.8;237;63.4;13.6;partly-cloudy
5431;14/01/2026 12:00;11.0;10.3;4.3;63.1;0.1;5;15.9;5.9;220;79.3;12.8;partly-cloudy
5432;14/01/2026 12:00;10.4;9.7;4.4;69.7;0.0;7;16.8;8.4;211;45.1;9.8;partly-cloudy
5433;14/01/2026 12:00;9.3;8.8;2.8;67.2;0.0;29;13.0;8.4;269;57.5;11.5;partly-cloudy
5440;14/01/2026 12:00;10.4;9.6;3.3;61.7;0.0;5;14.0;10.0;223;60.6;11.6;partly-cloudy
5441;14/01/2026 12:00;11.5;10.8;3.5;64.4;0.0;4;10.6;10.5;232;54.5;13.2;partly-cloudy
5442;14/01/2026 12:00;9.8;8.9;4.3;66.9;0.0;18;17.6;5.5;253;53.4;10.9;partly-cloudy
5443;14/01/2026 12:00;9.6;8.9;3.9;68.7;0.0;21;14.3;7.9;237;64.7;9.1;partly-cloudy
10031;14/01/2026 12:00;11.3;10.8;3.9;72.1;0.0;14;11.0;6.8;275;25.7;12.7;clear
10463;14/01/2026 12:00;10.9;10.1;3.8;70.2;0.0;11;20.8;9.7;221;21.1;11.6;clear
3421;14/01/2026 12:00;10.5;9.3;3.8;76.3;0.0;7;13.2;8.0;258;72.9;8.5;partly-cloudy
7017;14/01/2026 12:00;10.6;9.8;3.6;61.8;0.0;16;15.5;4.8;255;50.6;12.6;partly-cloudy
5452;14/01/2026 12:00;11.1;10.3;4.5;73.2;0.0;18;17.7;7.9;294;30.3;11.2;partly-cloudy
5454;14/01/2026 12:00;11.0;10.1;4.0;68.0;0.0;5;14.9;9.2;210;26.5;9.7;clear
5455;14/01/2026 12:00;11.1;10.6;4.4;77.5;0.0;0;12.3;5.2;229;42.2;12.4;partly-cloudy
5456;14/01/2026 12:00;9.9;9.2;4.0;62.5;0.0;0;16.0;8.4;236;48.0;9.6;partly-cloudy
5457;14/01/2026 12:00;10.7;10.0;3.4;61.9;0.0;13;4.6;8.5;222;56.5;13.0;partly-cloudy
5458;14/01/2026 12:00;11.1;10.2;3.9;68.3;0.1;33;15.7;8.1;217;21.4;6.9;clear
5459;14/01/2026 12:00;11.4;10.7;3.9;66.9;0.0;13;18.5;7.3;215;33.7;10.3;partly-cloudy
5460;14/01/2026 12:00;10.0;9.2;3.2;69.6;0.0;3;16.8;7.6;203;40.2;15.3;partly-cloudy
5461;14/01/2026 12:00;9.7;8.8;4.6;74.0;0.0;10;11.2;7.7;244;74.3;12.6;partly-cloudy
5462;14/01/2026 12:00;9.6;9.1;3.8;78.0;0.0;13;13.7;8.7;240;65.6;9.6;partly-cloudy
5464;14/01/2026 12:00;9.9;9.2;3.8;68.0;0.0;0;13.2;11.0;250;51.9;16.9;partly-cloudy
5465;14/01/2026 12:00;10.9;10.0;4.0;60.4;0.0;9;15.2;8.6;240;35.2;11.9;partly-cloudy
5467;14/01/2026 12:00;11.4;11.0;3.7;73.1;0.0;22;14.4;11.2;221;43.0;11.1;partly-cloudy
5468;14/01/2026 12:00;10.1;9.4;4.3;61.2;0.0;5;16.5;8.8;235;57.4;14.7;partly-cloudy
5471;14/01/2026 12:00;10.8;10.3;4.0;70.8;0.0;13;14.7;9.6;276;43.0;10.1;partly-cloudy
5472;14/01/2026 12:00;10.3;9.8;4.8;75.9;0.0;15;13.2;8.5;291;24.9;12.3;clear
5474;14/01/2026 12:00;10.2;9.3;3.4;70.7;0.0;0;11.5;6.1;243;78.5;13.7;partly-cloudy
5475;14/01/2026 12:00;10.6;10.1;3.9;68.0;0.0;12;16.8;2.5;203;66.6;13.1;partly-cloudy
5476;14/01/2026 12:00;9.9;8.8;4.4;70.9;0.0;6;17.9;10.6;238;72.4;11.0;partly-cloudy
5477;14/01/2026 12:00;10.1;9.8;4.0;64.7;0.0;9;16.3;8.1;255;32.3;12.3;partly-cloudy
5478;14/01/2026 12:00;11.4;10.6;4.4;68.4;0.0;15;13.2;7.7;244;49.2;14.7;partly-cloudy
5479;14/01/2026 12:00;11.0;10.2;3.7;68.5;0.0;2;18.0;2.1;266;41.6;10.5;partly-cloudy
5480;14/01/2026 12:00;10.1;9.7;4.3;71.0;0.0;11;15.0;6.0;296;50.3;8.7;partly-cloudy
5482;14/01/2026 12:00;10.7;10.0;4.1;73.1;0.0;4;14.4;8.4;287;36.3;12.8;partly-cloudy
5484;14/01/2026 12:00;10.1;9.5;4.1;74.6;0.1;9;17.6;12.8;289;85.9;15.3;cloudy
5485;14/01/2026 12:00;9.6;8.7;4.5;64.3;0.0;12;15.3;7.6;254;56.4;16.5;partly-cloudy
5486;14/01/2026 12:00;9.8;9.2;4.2;69.6;0.1;31;15.4;6.6;252;49.5;12.6;partly-cloudy
5488;14/01/2026 12:00;10.5;9.9;3.6;73.3;0.0;17;12.9;6.9;251;41.4;12.8;partly-cloudy
5489;14/01/2026 12:00;9.7;8.8;3.0;77.3;0.0;13;15.8;5.3;278;85.1;10.7;cloudy
5490;14/01/2026 12:00;10.4;9.5;4.5;58.0;0.0;28;17.6;6.5;282;54.4;8.7;partly-cloudy
5492;14/01/2026 12:00;10.5;10.0;4.6;79.0;0.0;5;13.0;10.9;252;19.5;14.6;clear
5493;14/01/2026 12:00;9.9;9.2;4.0;62.6;0.0;0;17.5;5.9;217;48.5;14.3;partly-cloudy
5494;14/01/2026 12:00;10.6;9.6;4.3;76.9;0.0;2;14.1;6.5;237;47.0;13.0;partly-cloudy
3743;14/01/2026 12:00;10.7;9.9;4.3;63.6;0.0;21;15.7;9.0;207;52.6;9.8;partly-cloudy
11082;14/01/2026 12:00;10.8;9.9;4.5;58.7;0.0;0;11.8;6.6;239;60.2;13.9;partly-cloudy
5497;14/01/2026 12:00;10.1;9.8;4.0;72.8;0.0;16;12.1;7.3;212;61.3;14.5;partly-cloudy
5498;14/01/2026 12:00;10.2;9.4;4.4;73.6;0.0;3;16.1;6.3;214;50.0;10.6;partly-cloudy
5500;14/01/2026 12:00;10.5;9.6;4.2;68.5;0.0;18;18.9;7.2;215;51.8;10.5;partly-cloudy
5501;14/01/2026 12:00;10.1;9.3;4.6;70.0;0.0;22;19.8;8.8;258;66.3;10.9;partly-cloudy
5502;14/01/2026 12:00;10.9;10.3;4.4;67.6;0.0;7;14.3;6.6;223;67.3;11.4;partly-cloudy
5503;14/01/2026 12:00;10.4;9.9;4.3;58.6;0.0;10;18.8;7.5;291;20.1;11.4;clear
5504;14/01/2026 12:00;10.4;9.8;3.9;74.1;0.0;0;17.6;4.9;238;25.8;12.4;clear
5508;14/01/2026 12:00;11.3;10.7;3.9;73.5;0.0;9;15.3;8.2;226;40.1;12.4;partly-cloudy
5509;14/01/2026 12:00;11.0;10.4;3.3;67.6;0.0;8;12.3;5.4;214;38.7;13.2;partly-cloudy
5680;14/01/2026 12:00;10.0;9.4;4.4;62.6;0.0;5;13.9;9.0;297;60.7;11.9;partly-cloudy
5510;14/01/2026 12:00;11.0;10.2;4.9;65.3;0.0;9;16.6;11.8;293;47.5;13.1;partly-cloudy
5511;14/01/2026 12:00;11.1;10.6;4.3;73.4;0.0;8;17.4;8.0;246;29.8;9.6;clear
11083;14/01/2026 12:00;11.2;10.6;4.2;70.5;0.0;20;13.9;9.1;226;55.3;8.0;partly-cloudy
5512;14/01/2026 12:00;9.8;9.0;3.5;64.6;0.0;20;17.5;7.2;287;89.2;12.9;cloudy
5513;14/01/2026 12:00;10.1;9.7;4.1;66.9;0.0;4;19.8;4.8;281;74.0;11.5;partly-cloudy
11085;14/01/2026 12:00;11.8;11.1;4.0;70.0;0.0;2;12.4;7.6;286;66.7;13.1;partly-cloudy
7082;14/01/2026 12:00;10.8;9.9;4.0;78.9;0.0;5;15.6;11.8;286;32.4;9.9;partly-cloudy
7080;14/01/2026 12:00;10.8;9.8;3.7;79.0;0.0;7;13.4;5.6;274;46.7;14.4;partly-cloudy
11340;14/01/2026 12:00;10.7;10.0;4.1;71.3;0.0;17;18.0;7.7;226;62.8;11.8;partly-cloudy
7085;14/01/2026 12:00;10.6;9.5;4.4;65.1;0.0;7;17.3;12.0;254;15.4;12.3;clear
10469;14/01/2026 12:00;11.5;10.6;3.2;77.9;0.0;1;16.4;9.2;256;29.1;11.1;clear
5515;14/01/2026 12:00;11.0;10.2;3.7;65.8;0.0;7;14.3;8.6;239;35.1;14.2;partly-cloudy
5517;14/01/2026 12:00;10.4;9.7;3.7;63.7;0.0;6;15.8;9.8;291;64.3;10.4;partly-cloudy
5518;14/01/2026 12:00;9.7;9.0;3.9;76.5;0.0;9;17.0;7.1;270;39.1;10.9;partly-cloudy
5519;14/01/2026 12:00;10.3;9.6;3.7;61.0;0.0;23;15.9;8.4;283;52.9;12.0;partly-cloudy
5564;14/01/2026 12:00;10.2;9.3;4.1;69.1;0.0;15;13.5;4.4;231;27.1;15.2;clear
5565;14/01/2026 12:00;10.6;10.1;4.6;75.7;0.0;21;9.1;4.9;299;24.0;12.1;clear
5567;14/01/2026 12:00;9.7;9.1;3.8;74.0;0.0;22;13.5;7.0;248;43.9;10.1;partly-cloudy
5568;14/01/2026 12:00;9.8;9.0;4.2;70.0;0.0;0;13.3;5.5;274;95.5;10.8;cloudy
5569;14/01/2026 12:00;10.6;9.9;3.5;63.7;0.0;5;18.5;11.7;217;75.2;11.6;partly-cloudy
5570;14/01/2026 12:00;10.6;9.8;4.3;73.6;0.0;15;16.1;5.1;234;54.0;11.7;partly-cloudy
5571;14/01/2026 12:00;11.5;10.3;4.3;64.2;0.0;0;10.2;8.9;214;24.6;9.5;clear
5572;14/01/2026 12:00;10.2;9.3;4.3;68.9;0.0;0;11.6;6.8;205;85.6;12.6;cloudy
5573;14/01/2026 12:00;10.4;9.6;3.5;77.5;0.0;2;18.0;9.6;251;25.5;11.3;clear
5574;14/01/2026 12:00;10.8;10.2;3.8;73.4;0.0;19;16.7;5.2;232;74.2;14.5;partly-cloudy
5575;14/01/2026 12:00;10.7;10.1;4.0;66.9;0.0;9;11.8;7.1;276;62.4;16.9;partly-cloudy
5576;14/01/2026 12:00;11.0;10.4;4.7;57.9;0.0;3;15.8;6.4;262;39.1;12.8;partly-cloudy
5577;14/01/2026 12:00;11.2;10.4;4.5;65.3;0.0;13;16.4;7.2;218;43.7;13.2;partly-cloudy
5578;14/01/2026 12:00;9.9;9.2;3.8;74.7;0.0;9;15.9;7.7;233;67.7;12.6;partly-cloudy
5609;14/01/2026 12:00;11.1;10.3;4.1;82.9;0.0;0;18.7;8.6;211;56.6;11.1;partly-cloudy
5610;14/01/2026 12:00;10.4;9.6;3.2;54.0;0.0;18;9.5;7.6;278;22.6;13.1;clear
5611;14/01/2026 12:00;10.3;9.5;4.3;77.7;0.0;18;14.8;8.7;279;36.5;8.5;partly-cloudy
5612;14/01/2026 12:00;10.6;9.9;3.0;67.4;0.0;10;14.5;7.8;278;54.4;10.3;partly-cloudy
5613;14/01/2026 12:00;9.3;8.8;3.9;66.5;0.0;17;15.5;4.6;228;60.6;13.6;partly-cloudy
5615;14/01/2026 12:00;9.6;8.9;3.8;70.8;0.0;0;14.9;10.1;295;64.7;11.1;partly-cloudy
5618;14/01/2026 12:00;10.1;9.4;3.6;69.7;0.0;9;15.3;7.7;294;35.4;12.3;partly-cloudy
7093;14/01/2026 12:00;10.6;10.0;4.3;70.7;0.0;17;23.9;9.2;237;49.2;10.7;partly-cloudy
7088;14/01/2026 12:00;10.4;9.9;3.5;69.3;0.0;2;9.5;16.7;270;49.7;12.3;partly-cloudy
5586;14/01/2026 12:00;10.2;9.4;4.2;72.9;0.0;10;13.9;8.0;247;80.4;10.4;cloudy
7092;14/01/2026 12:00;11.3;10.6;4.1;74.6;0.0;9;18.4;7.9;204;1.8;16.0;clear
5619;14/01/2026 12:00;10.7;9.8;3.7;69.7;0.0;9;11.5;6.8;222;53.1;11.2;partly-cloudy
7086;14/01/2026 12:00;11.0;10.3;4.4;75.7;0.0;11;5.0;4.1;235;66.4;13.3;partly-cloudy
6981;14/01/2026 12:00;9.8;9.1;3.7;70.7;0.0;0;20.3;6.6;217;27.2;13.4;clear
5582;14/01/2026 12:00;11.1;10.2;3.8;65.1;0.0;0;13.2;10.0;263;45.1;14.3;partly-cloudy
3452;14/01/2026 12:00;10.5;9.7;4.8;76.0;0.1;25;7.8;9.3;224;41.6;12.5;partly-cloudy
9991;14/01/2026 12:00;11.1;10.3;4.3;67.5;0.0;18;11.1;6.1;220;27.5;12.6;clear
5622;14/01/2026 12:00;10.4;9.7;4.1;64.7;0.0;3;15.5;8.5;225;52.8;12.1;partly-cloudy
3663;14/01/2026 12:00;11.1;10.4;4.0;62.0;0.0;1;15.0;4.3;253;43.2;15.7;partly-cloudy
5623;14/01/2026 12:00;11.6;11.0;4.9;61.9;0.0;8;14.5;10.7;265;64.3;9.5;partly-cloudy
10444;14/01/2026 12:00;10.2;9.5;3.9;71.6;0.0;16;12.0;11.2;215;74.8;7.9;partly-cloudy
5624;14/01/2026 12:00;10.0;9.3;4.4;77.2;0.0;3;12.9;3.1;253;25.4;12.4;clear
3834;14/01/2026 12:00;11.4;10.9;4.2;65.7;0.0;0;11.3;6.1;228;65.1;14.1;partly-cloudy
5625;14/01/2026 12:00;9.8;9.1;3.9;66.0;0.0;12;11.5;7.4;257;40.5;9.7;partly-cloudy
5626;14/01/2026 12:00;11.1;10.3;4.1;63.7;0.0;14;14.5;6.4;247;56.0;9.6;partly-cloudy
5627;14/01/2026 12:00;9.7;8.4;3.7;71.1;0.0;34;16.9;7.5;293;13.3;8.7;clear
5629;14/01/2026 12:00;10.0;9.4;3.2;65.0;0.0;10;16.1;9.3;273;65.9;13.0;partly-cloudy
5630;14/01/2026 12:00;10.8;9.9;4.1;58.8;0.0;14;16.2;11.3;280;54.5;13.8;partly-cloudy
5631;14/01/2026 12:00;10.4;9.5;3.8;64.4;0.0;14;13.4;9.7;212;46.2;11.5;partly-cloudy
5632;14/01/2026 12:00;10.5;9.8;4.0;76.9;0.0;15;16.6;9.0;270;21.0;12.6;clear
5633;14/01/2026 12:00;10.7;10.3;4.1;58.8;0.0;5;13.7;6.8;268;77.6;15.0;partly-cloudy
5635;14/01/2026 12:00;9.7;8.9;4.2;77.9;0.0;9;12.1;6.6;291;73.8;12.3;partly-cloudy
5636;14/01/2026 12:00;11.1;10.5;4.3;71.1;0.0;6;14.8;5.7;245;21.1;12.3;clear
5637;14/01/2026 12:00;11.4;10.8;3.9;68.2;0.0;27;21.6;8.0;275;39.7;13.3;partly-cloudy
5638;14/01/2026 12:00;10.6;9.9;4.0;84.1;0.0;25;19.0;6.6;201;92.5;14.0;cloudy
5639;14/01/2026 12:00;10.2;9.8;4.7;72.1;0.0;14;15.0;6.7;204;44.6;14.6;partly-cloudy
5640;14/01/2026 12:00;10.4;9.7;4.3;69.9;0.0;16;15.4;8.4;260;31.8;12.9;partly-cloudy
5641;14/01/2026 12:00;10.9;10.1;4.1;68.4;0.0;11;14.7;7.8;224;50.9;12.1;partly-cloudy
5642;14/01/2026 12:00;10.4;9.9;4.3;73.5;0.0;16;17.3;7.6;229;27.1;11.6;clear
5643;14/01/2026 12:00;10.2;9.4;3.8;75.9;0.0;22;17.9;3.5;248;64.4;12.7;partly-cloudy
5646;14/01/2026 12:00;10.0;9.3;4.5;65.7;0.0;14;15.2;10.0;220;74.7;11.3;partly-cloudy
5647;14/01/2026 12:00;11.4;10.7;4.0;68.1;0.0;9;8.8;7.4;243;67.5;14.6;partly-cloudy
5648;14/01/2026 12:00;11.4;10.5;3.8;69.9;0.0;12;13.7;8.0;272;68.5;9.5;partly-cloudy
5649;14/01/2026 12:00;10.2;9.3;3.7;72.9;0.0;11;12.8;9.2;274;45.4;12.1;partly-cloudy
5650;14/01/2026 12:00;10.7;10.0;3.7;79.4;0.0;6;12.3;6.8;278;64.8;10.8;partly-cloudy
5651;14/01/2026 12:00;11.2;10.5;3.2;66.1;0.0;19;13.9;7.7;255;39.4;13.2;partly-cloudy
5652;14/01/2026 12:00;10.8;10.2;4.2;64.2;0.0;13;16.0;8.3;201;29.5;10.9;clear
5656;14/01/2026 12:00;9.9;9.6;3.8;76.1;0.0;2;12.5;8.4;284;69.4;13.6;partly-cloudy
5659;14/01/2026 12:00;11.4;10.6;4.3;76.6;0.0;8;13.1;9.3;254;18.6;13.9;clear
5660;14/01/2026 12:00;10.6;9.8;4.1;68.0;0.0;6;19.1;7.3;240;47.1;14.4;partly-cloudy
5661;14/01/2026 12:00;10.5;9.7;4.2;63.8;0.0;17;17.9;2.2;210;36.2;14.8;partly-cloudy
5662;14/01/2026 12:00;9.4;9.0;3.2;68.8;0.0;8;24.4;10.3;235;34.7;14.3;partly-cloudy
3668;14/01/2026 12:00;10.7;10.2;3.7;73.3;0.0;3;10.5;6.2;249;55.1;13.0;partly-cloudy
5663;14/01/2026 12:00;10.5;9.9;4.0;71.5;0.0;15;9.5;7.6;260;28.9;8.2;clear
5664;14/01/2026 12:00;11.4;10.9;3.2;71.1;0.0;14;14.4;4.8;226;53.6;11.8;partly-cloudy
5666;14/01/2026 12:00;10.4;9.6;3.9;72.5;0.0;2;20.0;8.4;285;37.3;14.6;partly-cloudy
5667;14/01/2026 12:00;11.2;10.2;4.2;68.3;0.0;0;17.3;8.0;200;5.9;12.4;clear
5668;14/01/2026 12:00;10.1;9.3;4.6;77.3;0.0;11;14.6;6.8;235;73.9;15.5;partly-cloudy
5670;14/01/2026 12:00;11.6;10.8;4.2;75.3;0.0;13;16.6;4.8;266;46.1;9.4;partly-cloudy
5671;14/01/2026 12:00;11.1;10.3;3.0;76.4;0.0;9;14.3;5.7;294;43.0;15.9;partly-cloudy
5672;14/01/2026 12:00;10.2;9.5;3.5;67.4;0.0;10;15.8;6.7;214;46.0;7.3;partly-cloudy
5673;14/01/2026 12:00;9.4;8.9;3.6;73.7;0.0;0;21.6;10.8;264;95.5;15.5;cloudy
5674;14/01/2026 12:00;9.6;9.1;3.9;73.6;0.0;21;14.1;3.7;269;59.9;11.6;partly-cloudy
3751;14/01/2026 12:00;10.8;9.8;4.3;69.5;0.0;8;18.1;7.1;287;51.8;10.2;partly-cloudy
5675;14/01/2026 12:00;9.2;8.6;4.5;77.1;0.0;17;14.3;7.3;227;40.6;14.0;partly-cloudy
5679;14/01/2026 12:00;11.4;10.6;4.2;76.3;0.0;2;17.5;6.1;205;35.2;9.5;partly-cloudy
5681;14/01/2026 12:00;11.0;10.8;4.0;66.1;0.0;15;10.9;8.7;258;64.9;14.0;partly-cloudy
7111;14/01/2026 12:00;9.8;9.3;3.6;60.5;0.0;0;10.9;6.0;209;49.4;13.6;partly-cloudy
5682;14/01/2026 12:00;10.2;9.7;3.8;74.5;0.0;0;16.9;5.4;283;47.1;12.0;partly-cloudy
5684;14/01/2026 12:00;10.9;10.1;3.9;66.7;0.0;3;18.1;8.2;230;19.1;10.7;clear
5685;14/01/2026 12:00;10.8;10.1;3.5;70.0;0.0;18;20.2;8.6;282;45.8;10.7;partly-cloudy
5686;14/01/2026 12:00;10.6;10.0;3.8;82.3;0.0;16;11.8;8.9;284;37.9;10.5;partly-cloudy
5687;14/01/2026 12:00;10.5;9.5;3.6;70.3;0.0;6;11.7;9.5;275;15.9;12.1;clear
5688;14/01/2026 12:00;10.2;9.4;3.6;68.3;0.0;1;11.4;5.1;276;66.4;11.7;partly-cloudy
5689;14/01/2026 12:00;9.5;8.6;4.2;75.0;0.0;11;18.5;11.0;231;69.0;15.6;partly-cloudy
5691;14/01/2026 12:00;10.3;9.3;3.6;82.2;0.0;14;15.6;9.1;226;30.6;9.8;partly-cloudy
5692;14/01/2026 12:00;9.6;8.9;4.4;61.9;0.0;3;14.5;7.6;270;21.2;10.5;clear
5694;14/01/2026 12:00;10.5;9.7;4.2;74.0;0.1;10;15.8;9.6;202;65.6;9.2;partly-cloudy
7094;14/01/2026 12:00;10.0;9.3;4.6;65.2;0.0;3;13.4;6.3;298;60.3;10.7;partly-cloudy
5695;14/01/2026 12:00;10.3;9.5;4.2;51.1;0.0;6;13.0;8.7;205;50.1;9.4;partly-cloudy
3583;14/01/2026 12:00;10.2;9.6;3.6;83.0;0.0;13;7.9;8.9;282;39.2;12.6;partly-cloudy
5696;14/01/2026 12:00;11.1;10.0;3.6;64.8;0.0;14;18.4;6.8;266;46.8;9.3;partly-cloudy
5697;14/01/2026 12:00;10.7;10.0;4.0;73.2;0.1;3;12.0;7.0;214;64.1;14.3;partly-cloudy
5698;14/01/2026 12:00;9.7;8.9;3.9;68.9;0.0;10;18.3;5.8;266;43.2;13.5;partly-cloudy
5700;14/01/2026 12:00;10.6;9.9;3.6;72.4;0.0;18;10.1;9.8;200;39.1;11.5;partly-cloudy
5701;14/01/2026 12:00;10.4;9.8;3.4;64.1;0.0;0;16.3;7.2;259;42.6;13.3;partly-cloudy
5702;14/01/2026 12:00;9.2;8.6;3.0;63.9;0.0;0;14.5;4.9;209;23.7;12.7;clear
5703;14/01/2026 12:00;11.4;10.9;3.5;79.8;0.0;11;7.3;10.0;215;69.1;14.8;partly-cloudy
5705;14/01/2026 12:00;9.6;8.7;3.6;63.8;0.0;24;13.7;8.7;229;75.3;9.5;partly-cloudy
5706;14/01/2026 12:00;10.8;10.7;4.4;58.5;0.0;3;17.3;7.2;200;59.0;13.0;partly-cloudy
5707;14/01/2026 12:00;10.7;10.0;4.5;79.0;0.0;14;14.6;5.4;272;27.2;14.5;clear
5708;14/01/2026 12:00;10.4;10.0;4.3;74.2;0.0;0;14.2;6.8;279;29.4;13.6;clear
5709;14/01/2026 12:00;11.4;10.9;4.2;65.4;0.0;9;16.2;10.3;235;51.2;11.3;partly-cloudy
5710;14/01/2026 12:00;10.5;9.8;4.2;59.9;0.0;5;15.1;8.4;283;51.6;12.7;partly-cloudy
5711;14/01/2026 12:00;11.0;10.5;3.8;67.8;0.0;0;21.7;8.9;246;46.9;13.3;partly-cloudy
5713;14/01/2026 12:00;11.3;10.6;4.7;73.4;0.0;9;12.0;7.2;235;75.2;14.2;partly-cloudy
5714;14/01/2026 12:00;11.3;10.8;3.9;62.5;0.0;9;12.8;7.0;294;52.2;9.4;partly-cloudy
5716;14/01/2026 12:00;10.7;10.0;3.8;68.4;0.0;6;12.4;6.0;286;45.1;10.9;partly-cloudy
5717;14/01/2026 12:00;10.6;10.1;4.6;78.6;0.0;0;16.3;9.4;299;56.0;13.2;partly-cloudy
5718;14/01/2026 12:00;10.6;9.8;4.7;76.2;0.0;21;10.2;7.8;234;30.8;10.8;partly-cloudy
5719;14/01/2026 12:00;9.7;9.0;4.0;68.4;0.1;0;13.4;6.6;294;14.0;12.6;clear
5721;14/01/2026 12:00;10.0;9.3;3.9;69.5;0.0;8;15.9;6.5;206;39.0;13.8;partly-cloudy
5723;14/01/2026 12:00;9.9;9.5;3.9;61.5;0.0;9;17.0;6.4;299;32.5;14.2;partly-cloudy
5724;14/01/2026 12:00;10.6;9.8;4.2;66.3;0.0;1;17.4;8.9;265;14.2;15.4;clear
5725;14/01/2026 12:00;10.2;9.8;4.6;66.7;0.0;2;15.8;5.6;209;58.6;6.8;partly-cloudy
5727;14/01/2026 12:00;10.7;10.2;4.5;81.9;0.0;6;15.6;6.2;270;44.4;11.2;partly-cloudy
5728;14/01/2026 12:00;10.1;9.5;4.4;68.4;0.0;19;14.7;7.6;259;59.0;9.2;partly-cloudy
5729;14/01/2026 12:00;11.3;10.4;3.9;61.5;0.0;14;11.7;7.8;201;52.1;12.3;partly-cloudy
5730;14/01/2026 12:00;10.4;9.9;4.4;61.9;0.0;6;12.5;4.3;267;84.3;14.1;cloudy
5731;14/01/2026 12:00;10.3;9.5;3.6;72.9;0.0;12;17.2;6.2;276;45.7;10.0;partly-cloudy
5732;14/01/2026 12:00;11.0;10.2;4.0;60.0;0.0;10;10.0;7.2;256;42.6;14.3;partly-cloudy
5733;14/01/2026 12:00;10.7;10.1;4.3;60.6;0.0;20;14.6;6.4;280;52.5;11.6;partly-cloudy
5734;14/01/2026 12:00;9.8;8.8;3.6;80.7;0.0;6;12.5;7.5;224;85.9;14.4;cloudy
5735;14/01/2026 12:00;10.1;9.7;3.6;66.7;0.0;18;18.4;11.3;294;24.6;11.1;clear
5736;14/01/2026 12:00;10.4;9.8;3.8;66.0;0.0;13;18.8;6.4;289;58.7;14.5;partly-cloudy
5737;14/01/2026 12:00;9.6;8.9;4.3;59.5;0.0;5;17.8;9.0;299;54.5;13.4;partly-cloudy
5738;14/01/2026 12:00;11.0;10.4;4.1;66.1;0.0;34;18.6;6.8;205;59.4;13.1;partly-cloudy
5739;14/01/2026 12:00;10.4;9.4;3.6;78.2;0.0;15;18.6;4.6;276;42.9;13.6;partly-cloudy
5740;14/01/2026 12:00;10.0;9.3;3.9;70.7;0.0;9;11.3;10.0;228;51.6;14.0;partly-cloudy
5741;14/01/2026 12:00;11.7;10.6;5.2;62.3;0.0;16;13.9;10.4;216;77.1;14.2;partly-cloudy
7115;14/01/2026 12:00;10.7;9.9;3.5;60.9;0.0;6;14.6;4.9;281;66.6;11.1;partly-cloudy
